state,date,fossil,geo,hydro,nuclear,secondary,solar,wind,population,all sectors,commercial,industrial,residential
NJ,2005-12-01,2490242.73878,0.0,3217.998,3013861.0,119502.07422,0.0,0.0,8640876,12.143454545454544,11.86390909090909,12.41181818181818,12.445363636363636
NM,2005-01-01,2760426.11546,0.0,13697.697,0.0,416.93754,0.0,62266.389,1941113,7.760181818181818,8.241,5.434363636363636,9.482181818181818
NM,2005-02-01,2761744.98734,0.0,12550.705,0.0,355.59466,0.0,45321.579,1943114,8.017363636363635,8.54290909090909,5.747454545454545,9.851181818181818
NM,2005-03-01,2627544.81994,0.0,13078.15,0.0,397.25206,0.0,81342.757,1945115,7.737818181818181,8.241,5.657999999999999,9.582818181818181
NM,2005-04-01,2448798.14975,0.0,13068.712,0.0,366.78825,0.0,80105.034,1947116,7.92790909090909,8.40872727272727,5.881636363636363,9.817636363636362
NM,2005-05-01,2680562.94525,0.0,18432.29,0.0,401.87575,0.0,69941.699,1949118,8.039727272727273,8.464636363636362,5.926363636363636,10.119545454545454
NM,2005-06-01,3050832.30279,0.0,17185.875,0.0,389.69021,0.0,72045.514,1951119,8.509363636363636,8.92309090909091,6.250636363636363,10.298454545454545
NM,2005-07-01,3054580.70922,0.0,15975.492,0.0,418.67678,0.0,66101.853,1953120,8.621181818181817,8.710636363636363,6.440727272727272,10.499727272727272
NM,2005-08-01,3219557.26567,0.0,13257.433,0.0,403.30433,0.0,46628.802,1955121,8.77772727272727,8.878363636363636,6.675545454545453,10.589181818181817
NM,2005-09-01,3048688.26551,0.0,10507.431,0.0,383.96049,0.0,60164.485,1957122,8.66590909090909,8.710636363636363,6.742636363636363,10.454999999999998
NM,2005-10-01,3065121.24987,0.0,11339.593,0.0,331.34913,0.0,52942.04,1959123,8.878363636363636,9.258545454545454,6.686727272727272,10.823999999999998
NM,2005-11-01,2675498.93338,0.0,12219.772,0.0,368.94262,0.0,69876.875,1961124,8.72181818181818,9.213818181818182,6.686727272727272,10.533272727272726
NM,2005-12-01,2778016.05145,0.0,13679.85,0.0,412.84755,0.0,87892.973,1963125,8.833636363636364,8.990181818181817,7.145181818181817,10.287272727272725
NV,2005-01-01,3178744.093,105950.627,82797.366,0.0,0.0,0.0,0.0,2355256,9.605181818181817,10.432636363636362,7.659545454545453,11.170636363636362
NV,2005-02-01,2816839.243,94123.769,75799.218,0.0,0.0,0.0,0.0,2361108,9.661090909090909,10.678636363636363,7.693090909090908,11.450181818181818
NV,2005-03-01,2873072.834,107344.63,66611.971,0.0,0.0,0.0,0.0,2366961,9.459818181818182,10.466181818181816,7.536545454545454,11.472545454545454
NV,2005-04-01,2230379.567,103399.238,204913.062,0.0,0.0,0.0,0.0,2372813,9.482181818181818,10.499727272727272,7.514181818181817,11.696181818181818
NV,2005-05-01,2624253.466,104758.949,185434.631,0.0,0.0,0.0,0.0,2378666,9.426272727272726,10.331999999999999,7.525363636363636,11.550818181818181
NV,2005-06-01,3041306.756,105131.453,195954.361,0.0,0.0,0.0,0.0,2384518,10.052454545454545,10.085999999999999,8.979,11.05881818181818
NV,2005-07-01,3640501.553,115112.295,228237.383,0.0,0.0,0.0,0.0,2390371,10.589181818181817,10.108363636363634,10.399090909090908,11.002909090909089
NV,2005-08-01,3832209.852,106707.494,171164.258,0.0,0.0,0.0,0.0,2396223,10.499727272727272,10.555636363636362,9.649909090909091,11.069999999999999
NV,2005-09-01,3402513.783,104753.927,129753.667,0.0,0.0,0.0,0.0,2402076,10.432636363636362,10.51090909090909,9.70581818181818,11.148272727272726
NV,2005-10-01,3192149.551,107655.626,127669.093,0.0,0.0,0.0,0.0,2407928,10.309636363636363,11.002909090909089,8.77772727272727,11.998090909090909
NV,2005-11-01,3005270.07,104766.564,111490.238,0.0,0.0,0.0,0.0,2413780,9.996545454545453,11.49490909090909,7.7825454545454535,12.60190909090909
NV,2005-12-01,3411424.07,103002.43,122554.753,0.0,0.0,0.0,0.0,2419633,10.846363636363634,11.394272727272726,9.482181818181818,12.076363636363636
NY,2005-01-01,6256044.71763,0.0,2397946.667,3821823.0,224822.67639,0.0,9278.847,19180626,13.887818181818181,14.212090909090909,7.860818181818181,15.710454545454544
NY,2005-02-01,4978881.33892,0.0,2196660.76,3422973.0,197506.1881,0.0,8967.690999999999,19183973,13.84309090909091,13.887818181818181,7.838454545454544,16.247181818181815
NY,2005-03-01,5896930.63275,0.0,2458080.067,2992197.0,234693.58125,0.0,10885.283,19187320,13.977272727272727,14.156181818181818,8.285727272727271,16.10181818181818
NY,2005-04-01,5026888.31351,0.0,2364958.158,2942716.0,219581.04448,0.0,8330.057,19190667,14.044363636363636,14.435727272727272,8.095636363636363,16.370181818181816
NY,2005-05-01,4197545.6597,0.0,2288072.954,3681252.0,242625.4973,0.0,5518.307,19194014,14.62581818181818,15.128999999999998,8.10681818181818,17.175272727272723
NY,2005-06-01,7349850.89777,0.0,2086791.413,3625386.0,239087.82822,0.0,5178.144,19197361,15.60981818181818,16.53790909090909,8.40872727272727,17.421272727272726
NY,2005-07-01,9099738.81983,0.0,2003760.633,3451188.0,259192.40217,0.0,5060.485000000001,19200708,16.30309090909091,17.18645454545454,9.549272727272726,17.47718181818182
NY,2005-08-01,9600079.25343,0.0,1850195.994,3701650.0,253690.42358,0.0,5134.409,19204055,17.007545454545454,17.656090909090906,11.125909090909088,18.06981818181818
NY,2005-09-01,7576465.95022,0.0,1717527.601,3560272.0,245718.44975,0.0,7570.642,19207402,17.119363636363634,17.779090909090908,10.790454545454544,18.662454545454544
NY,2005-10-01,5599833.51622,0.0,1888016.239,3705030.0,243719.85578,0.0,8410.385,19210749,17.18645454545454,17.57781818181818,10.81281818181818,19.41163636363636
NY,2005-11-01,4679552.55236,0.0,2229668.994,3729227.0,247567.92167,0.0,15385.036,19214096,16.459636363636363,16.560272727272725,9.683454545454545,19.646454545454542
NY,2005-12-01,6221312.06236,0.0,2300838.879,3809438.0,248159.70465,0.0,13270.713,19217444,16.247181818181815,16.58263636363636,9.560454545454546,18.483545454545453
OH,2005-01-01,12821295.20798,0.0,31217.946,455099.0,27591.71602,0.0,519.8430000000001,11446350,7.502999999999999,8.486999999999998,5.5126363636363624,8.621181818181817
OH,2005-02-01,10763364.06589,0.0,33038.513,944918.0,33676.80711,0.0,684.764,11447878,7.570090909090908,8.744181818181817,5.557363636363635,8.77772727272727
OH,2005-03-01,12120565.95773,0.0,36451.77800000001,660401.0,39376.22426,0.0,1017.833,11449406,7.637181818181817,8.856,5.5126363636363624,9.001363636363637
OH,2005-04-01,9539930.16209,0.0,36251.936,628030.0,37737.82991,0.0,1030.06,11450934,7.659545454545453,8.956636363636363,5.456727272727272,9.471
OH,2005-05-01,9730910.73619,0.0,47830.804,1302041.0,29239.78981,0.0,1094.322,11452462,7.883181818181817,9.012545454545455,5.635636363636363,10.030090909090909
OH,2005-06-01,12346109.15731,0.0,52396.386,1524058.0,37421.87769,0.0,928.563,11453990,8.185090909090908,8.833636363636364,5.83690909090909,10.231363636363636
OH,2005-07-01,13477127.62898,0.0,54854.762,1559493.0,39841.05301,0.0,634.861,11455518,8.29690909090909,8.744181818181817,5.926363636363636,10.041272727272727
OH,2005-08-01,13264906.53769,0.0,44513.015,1562312.0,40255.04233,0.0,571.2810000000001,11457046,8.386363636363635,8.945454545454545,5.937545454545454,10.153090909090908
OH,2005-09-01,11615412.15711,0.0,37646.802,1524714.0,36252.79388,0.0,1205.047,11458574,8.05090909090909,8.934272727272727,5.691545454545454,9.996545454545453
OH,2005-10-01,11579763.62641,0.0,41289.396,1504024.0,40542.75659,0.0,1597.488,11460102,7.92790909090909,9.124363636363636,5.691545454545454,9.728181818181817
OH,2005-11-01,11708041.55265,0.0,52389.817,1535002.0,38540.97537,0.0,2196.066,11461630,7.894363636363635,9.046090909090909,5.769818181818182,9.560454545454546
OH,2005-12-01,12242531.63851,0.0,47862.847,1602641.0,34142.5065,0.0,1787.872,11463158,7.7825454545454535,8.72181818181818,5.948727272727273,8.732999999999999
OK,2005-01-01,4641367.76258,0.0,401864.434,0.0,23337.28341,0.0,34825.0,3603508,6.295363636363636,6.530181818181817,4.931181818181818,7.022181818181818
OK,2005-02-01,4157399.37389,0.0,281419.604,0.0,23854.41011,0.0,36036.0,3606014,6.653181818181817,6.798545454545454,5.210727272727272,7.670727272727272
OK,2005-03-01,4643683.49509,0.0,310211.38,0.0,21160.23691,0.0,54408.0,3608519,6.709090909090908,6.8097272727272715,4.9982727272727265,8.095636363636363
OK,2005-04-01,4082094.16678,0.0,235202.696,0.0,25083.90023,0.0,97857.269,3611025,6.753818181818181,6.608454545454545,5.020636363636363,8.486999999999998
OK,2005-05-01,5318747.09935,0.0,199301.831,0.0,23677.41265,0.0,77735.987,3613531,6.798545454545454,6.764999999999999,5.09890909090909,8.464636363636362
OK,2005-06-01,6635425.58882,0.0,303825.329,0.0,25825.94119,0.0,92493.936,3616037,8.05090909090909,8.442272727272726,5.713909090909091,9.258545454545454
OK,2005-07-01,7406833.40514,0.0,279525.727,0.0,22704.44586,0.0,68879.484,3618543,8.10681818181818,8.285727272727271,5.859272727272727,9.113181818181818
OK,2005-08-01,7523119.90723,0.0,204440.796,0.0,27431.09776,0.0,52464.441,3621048,8.47581818181818,8.643545454545453,6.541363636363635,9.347999999999999
OK,2005-09-01,6340687.34153,0.0,173862.576,0.0,26435.26447,0.0,75808.573,3623554,9.146727272727272,9.236181818181818,6.753818181818181,10.410272727272726
OK,2005-10-01,4779677.03195,0.0,81307.696,0.0,24745.68306,0.0,73656.161,3626060,8.800090909090908,9.046090909090909,6.586090909090908,10.19781818181818
OK,2005-11-01,4210723.58701,0.0,74493.803,0.0,25367.08498,0.0,80209.765,3628566,7.4582727272727265,7.693090909090908,5.736272727272727,9.225
OK,2005-12-01,5248197.34432,0.0,84905.126,0.0,25939.29969,0.0,103398.385,3631072,7.491818181818181,7.80490909090909,5.915181818181818,8.341636363636363
OR,2005-01-01,1684585.00372,0.0,3099974.42,0.0,74789.31428,0.0,40060.595,3629650,7.234636363636363,7.089272727272727,5.680363636363636,8.062090909090909
OR,2005-02-01,1538032.54102,0.0,2767199.792,0.0,71844.28798000001,0.0,32708.82,3633064,7.1116363636363635,7.234636363636363,5.311363636363636,8.05090909090909
OR,2005-03-01,1660452.98442,0.0,2778922.599,0.0,75968.07857,0.0,71922.552,3636478,7.167545454545454,7.514181818181817,5.300181818181818,8.039727272727273
OR,2005-04-01,1632242.95098,0.0,2411965.853,0.0,67571.34502000001,0.0,55446.65,3639892,7.066909090909091,7.391181818181818,5.210727272727272,8.073272727272727
OR,2005-05-01,318379.35964,0.0,3354854.068,0.0,76726.78936,0.0,54902.631,3643306,6.966272727272727,7.424727272727272,5.132454545454545,8.028545454545453
OR,2005-06-01,851765.68437,0.0,2730291.423,0.0,69175.80262,0.0,68680.656,3646720,6.932727272727273,7.301727272727272,5.09890909090909,8.10681818181818
OR,2005-07-01,1435933.53659,0.0,2195773.254,0.0,77970.71642,0.0,58051.948,3650134,6.865636363636362,7.1228181818181815,5.255454545454545,8.10681818181818
OR,2005-08-01,1720351.6589,0.0,1753828.66,0.0,83643.94311000001,0.0,62213.578,3653548,6.921545454545455,7.1339999999999995,5.266636363636363,8.151545454545454
OR,2005-09-01,1641206.97301,0.0,1982194.816,0.0,75317.394,0.0,63339.321,3656962,6.910363636363635,7.201090909090909,5.300181818181818,8.095636363636363
OR,2005-10-01,1614563.26009,0.0,2342793.099,0.0,77621.01091,0.0,68680.405,3660376,7.178727272727272,7.368818181818181,5.859272727272727,8.095636363636363
OR,2005-11-01,1247480.66306,0.0,2608207.317,0.0,77579.57294,0.0,88232.367,3663790,7.223454545454545,7.234636363636363,5.781,8.218636363636362
OR,2005-12-01,1390673.57279,0.0,2922339.712,0.0,78507.06721,0.0,70034.479,3667204,7.435909090909091,7.346454545454545,5.747454545454545,8.285727272727271
PA,2005-01-01,11488492.85926,0.0,266205.57,7004856.0,224316.17472,0.0,26395.805,12495227,8.92309090909091,9.213818181818182,6.899181818181817,10.186636363636362
PA,2005-02-01,10404741.18171,0.0,235817.152,5807365.0,208534.91427,0.0,27027.184,12498738,8.92309090909091,9.180272727272728,6.932727272727273,10.354363636363635
PA,2005-03-01,12396627.02064,0.0,250835.482,5520901.0,234840.29036,0.0,33054.973,12502249,8.900727272727272,9.236181818181818,6.8097272727272715,10.410272727272726
PA,2005-04-01,9282589.66394,0.0,292237.548,6053208.0,224521.67205,0.0,25978.004,12505760,9.057272727272727,9.448636363636362,6.966272727272727,10.868727272727272
PA,2005-05-01,9525624.35078,0.0,162466.112,6842684.0,241792.63721,0.0,19238.115,12509271,9.169090909090908,9.70581818181818,6.9550909090909085,11.248909090909091
PA,2005-06-01,12240214.10182,0.0,117480.442,6475102.0,232324.96816,0.0,15151.127,12512782,9.582818181818181,9.884727272727272,7.156363636363636,11.74090909090909
PA,2005-07-01,14325057.04916,0.0,116154.992,6629769.0,250513.34783,0.0,11624.142,12516293,9.649909090909091,9.482181818181818,7.2905454545454536,11.640272727272727
PA,2005-08-01,14333045.85797,0.0,67790.581,6752608.0,241127.46202,0.0,11289.587,12519804,9.582818181818181,9.493363636363636,7.100454545454545,11.584363636363635
PA,2005-09-01,11777260.24752,0.0,65379.179,6111958.0,228408.17551,0.0,15307.977,12523315,9.426272727272726,9.616363636363635,7.100454545454545,11.584363636363635
PA,2005-10-01,10016015.71523,0.0,177216.707,6042722.0,223266.88177,0.0,26241.331,12526826,9.202636363636364,9.538090909090908,7.066909090909091,11.204181818181816
PA,2005-11-01,9876179.14863,0.0,217878.642,5987769.0,228655.41436,0.0,36952.115,12530337,9.236181818181818,9.672272727272727,6.966272727272727,11.237727272727273
PA,2005-12-01,11554784.56265,0.0,262716.43,7060490.0,237380.57235,0.0,35980.638,12533849,9.202636363636364,9.560454545454546,7.18990909090909,10.466181818181816
RI,2005-01-01,388429.15,0.0,690.0120000000001,0.0,0.0,0.0,0.0,1050478,12.41181818181818,12.053999999999998,10.175454545454544,13.541181818181816
RI,2005-02-01,411058.335,0.0,560.7180000000001,0.0,0.0,0.0,0.0,1050513,11.606727272727273,11.953363636363635,9.940636363636363,11.897454545454545
RI,2005-03-01,351012.973,0.0,612.642,0.0,0.0,0.0,0.0,1050549,12.758454545454544,12.523636363636362,10.320818181818181,14.021999999999998
RI,2005-04-01,504954.595,0.0,768.0110000000001,0.0,0.0,0.0,0.0,1050584,12.646636363636363,12.333545454545453,10.298454545454545,14.089090909090908
RI,2005-05-01,521573.146,0.0,569.0310000000001,0.0,0.0,0.0,0.0,1050620,12.769636363636362,12.47890909090909,10.734545454545453,14.167363636363635
RI,2005-06-01,624772.754,0.0,509.819,0.0,0.0,0.0,0.0,1050655,13.060363636363634,12.60190909090909,11.349545454545455,14.368636363636362
RI,2005-07-01,654654.534,0.0,432.865,0.0,0.0,0.0,0.0,1050690,13.563545454545453,13.239272727272725,11.349545454545455,14.726454545454544
RI,2005-08-01,669427.635,0.0,341.309,0.0,0.0,0.0,0.0,1050726,13.496454545454544,13.049181818181816,11.327181818181819,14.62581818181818
RI,2005-09-01,508600.813,0.0,294.835,0.0,0.0,0.0,0.0,1050761,13.742454545454542,13.21690909090909,11.315999999999997,15.229636363636361
RI,2005-10-01,524027.958,0.0,599.702,0.0,0.0,0.0,0.0,1050797,13.84309090909091,13.541181818181816,11.964545454545453,15.028363636363634
RI,2005-11-01,425486.278,0.0,658.555,0.0,0.0,0.0,0.0,1050832,14.961272727272727,14.849454545454543,12.299999999999999,16.191272727272725
RI,2005-12-01,462561.903,0.0,696.5020000000001,0.0,0.0,0.0,0.0,1050867,15.453272727272726,15.095454545454544,13.049181818181816,16.783909090909088
SC,2005-01-01,3874834.18745,0.0,249158.923,4808094.0,173389.31053,0.0,0.0,4323799,7.18990909090909,8.062090909090909,4.707545454545454,8.900727272727272
SC,2005-02-01,3205589.69804,0.0,215055.146,4362023.0,157312.19897,0.0,0.0,4328910,7.212272727272727,8.140363636363636,4.651636363636364,9.247363636363636
SC,2005-03-01,3522796.17281,0.0,288660.95,4967124.0,154392.49421,0.0,0.0,4334021,7.145181818181817,8.039727272727273,4.696363636363636,9.381545454545455
SC,2005-04-01,2958164.33291,0.0,328181.819,4127630.0,164149.49908,0.0,0.0,4339133,6.977454545454545,7.92790909090909,4.685181818181818,9.851181818181818
SC,2005-05-01,3761715.87682,0.0,216232.299,3144692.0,162439.17018,0.0,0.0,4344244,7.201090909090909,8.241,4.797,10.01890909090909
SC,2005-06-01,4024813.28372,0.0,312110.913,4491753.0,159169.99527,0.0,0.0,4349355,7.4470909090909085,8.218636363636362,4.942363636363636,9.70581818181818
SC,2005-07-01,4833324.67882,0.0,336206.26,4873512.0,166023.83218,0.0,0.0,4354466,7.894363636363635,8.330454545454545,5.400818181818181,9.82881818181818
SC,2005-08-01,4946404.29299,0.0,269452.228,4752583.0,166723.67201,0.0,0.0,4359578,7.9502727272727265,8.554090909090908,5.5014545454545445,9.884727272727272
SC,2005-09-01,4173268.51765,0.0,174480.105,4320726.0,157185.48434,0.0,0.0,4364689,7.92790909090909,8.386363636363635,5.534999999999999,9.963
SC,2005-10-01,3320397.41845,0.0,168347.192,4170457.0,124317.55757,0.0,0.0,4369800,7.659545454545453,8.151545454545454,5.557363636363635,9.951818181818181
SC,2005-11-01,3158921.19024,0.0,151664.772,4150962.0,145713.52876,0.0,0.0,4374911,7.379999999999999,8.229818181818182,5.121272727272727,10.007727272727271
SC,2005-12-01,3950088.59679,0.0,228596.397,4967998.0,176503.84321,0.0,0.0,4380023,7.871999999999999,8.744181818181817,5.322545454545454,9.82881818181818
SD,2005-01-01,337879.2940000001,0.0,298935.0,0.0,0.0,0.0,12467.0,785006,6.8209090909090895,6.496636363636362,5.255454545454545,7.603636363636363
SD,2005-02-01,293790.429,0.0,171073.0,0.0,0.0,0.0,9574.0,785500,6.988636363636363,6.731454545454544,5.143636363636363,7.939090909090908
SD,2005-03-01,330287.484,0.0,355720.0,0.0,0.0,0.0,12842.0,785995,7.1339999999999995,6.798545454545454,5.46790909090909,8.185090909090908
SD,2005-04-01,157899.255,0.0,306018.0,0.0,0.0,0.0,17203.0,786489,7.245818181818182,7.055727272727272,5.042999999999999,8.587636363636362
SD,2005-05-01,49788.915,0.0,326859.0,0.0,0.0,0.0,15644.0,786984,7.514181818181817,6.854454545454544,5.915181818181818,9.213818181818182
SD,2005-06-01,318531.308,0.0,329975.0,0.0,0.0,0.0,13350.0,787478,7.80490909090909,7.234636363636363,5.669181818181818,9.594
SD,2005-07-01,354330.878,0.0,397916.0,0.0,0.0,0.0,11550.0,787973,7.771363636363636,6.888,6.362454545454545,9.280909090909091
SD,2005-08-01,316333.963,0.0,470607.0,0.0,10.0,0.0,9921.0,788467,7.4694545454545445,6.6419999999999995,5.959909090909091,9.023727272727273
SD,2005-09-01,266741.346,0.0,369143.0,0.0,8.0,0.0,13530.0,788962,7.771363636363636,7.424727272727272,5.434363636363636,9.336818181818181
SD,2005-10-01,307753.689,0.0,179153.0,0.0,0.0,0.0,13352.0,789456,7.547727272727272,7.156363636363636,5.423181818181817,9.280909090909091
SD,2005-11-01,260115.745,0.0,163729.0,0.0,0.0,0.0,13912.0,789951,7.391181818181818,7.078090909090909,5.356090909090908,8.78890909090909
SD,2005-12-01,294625.69,0.0,275207.0,0.0,3.0,0.0,14759.0,790445,7.1116363636363635,6.865636363636362,5.199545454545454,8.073272727272727
TN,2005-01-01,4864203.9844,0.0,1216762.268,2591113.0,69347.21359,0.0,547.0,6023167,6.832090909090908,7.972636363636362,4.864090909090908,7.502999999999999
TN,2005-02-01,4576200.44209,0.0,902499.776,2038939.0,63953.57493,0.0,308.0,6028641,6.865636363636362,7.994999999999999,4.942363636363636,7.581272727272727
TN,2005-03-01,4388671.39605,0.0,856879.169,1724291.0,66992.83894,0.0,406.0,6034114,6.876818181818182,8.062090909090909,5.020636363636363,7.659545454545453
TN,2005-04-01,4448537.88518,0.0,755066.345,2150429.0,59883.42982,0.0,364.0,6039588,6.798545454545454,8.10681818181818,4.797,7.883181818181817
TN,2005-05-01,5136983.49497,0.0,620398.086,1742537.0,68848.92301,0.0,106.0,6045061,6.921545454545455,8.17390909090909,5.042999999999999,7.994999999999999
TN,2005-06-01,5216804.76102,0.0,696689.533,2459373.0,62456.69298,0.0,145.0,6050535,7.066909090909091,7.9502727272727265,5.46790909090909,7.7825454545454535
TN,2005-07-01,5606267.31955,0.0,822751.227,2521697.0,66114.99445,0.0,222.0,6056008,7.055727272727272,7.637181818181817,5.635636363636363,7.6259999999999994
TN,2005-08-01,5514544.14791,0.0,768427.862,2510529.0,66779.08706,0.0,102.0,6061482,7.100454545454545,7.659545454545453,5.781,7.6259999999999994
TN,2005-09-01,5392022.24326,0.0,825367.849,2395678.0,62602.66272,0.0,125.0,6066955,7.078090909090909,7.871999999999999,5.389636363636363,7.715454545454545
TN,2005-10-01,4577446.98281,0.0,659601.805,2561271.0,61802.87121,0.0,181.0,6072429,7.167545454545454,7.92790909090909,5.3337272727272715,8.196272727272726
TN,2005-11-01,4495362.62637,0.0,498410.858,2505480.0,57951.35161,0.0,542.0,6077902,7.379999999999999,8.47581818181818,5.59090909090909,8.29690909090909
TN,2005-12-01,5610720.19149,0.0,686686.222,2601771.0,64613.10051,0.0,291.0,6083376,7.4582727272727265,8.621181818181817,5.557363636363635,8.162727272727272
TX,2005-01-01,27199993.12024,0.0,141776.611,3641196.0,199331.58877,0.0,311806.392,23034471,8.621181818181817,8.811272727272726,6.541363636363635,10.231363636363636
TX,2005-02-01,23775531.97558,0.0,154945.043,2935981.0,157422.08645,0.0,208759.621,23070252,8.889545454545454,8.990181818181817,6.776181818181817,10.622727272727271
TX,2005-03-01,25181939.16989,0.0,166306.261,2715916.0,171771.8041,0.0,349829.324,23106034,9.090818181818182,9.146727272727272,6.9550909090909085,11.237727272727273
TX,2005-04-01,24894304.69227,0.0,122008.801,2207933.0,146736.40574,0.0,432161.565,23141815,9.202636363636364,9.180272727272728,7.212272727272727,11.349545454545455
TX,2005-05-01,28867297.56025,0.0,104013.721,3625380.0,140414.91976,0.0,384811.843,23177596,9.515727272727272,9.325636363636363,7.223454545454545,11.98690909090909
TX,2005-06-01,34199220.21947,0.0,117974.373,3505812.0,172346.82553,0.0,450688.498,23213377,10.276090909090907,9.649909090909091,7.704272727272726,12.534818181818181
TX,2005-07-01,36283625.81981,0.0,119476.316,3604481.0,169158.31719,0.0,308863.989,23249158,10.611545454545453,9.89590909090909,7.939090909090908,12.624272727272725
TX,2005-08-01,37368084.84502,0.0,103767.614,3588535.0,259712.05897,0.0,261204.686,23284939,10.980545454545453,10.421454545454544,8.509363636363636,12.825545454545454
TX,2005-09-01,32914113.22755,0.0,92098.748,3464876.0,148718.72645,0.0,314757.64,23320721,11.327181818181819,10.645090909090907,9.225,13.037999999999998
TX,2005-10-01,27823718.37764,0.0,66642.971,2038172.0,125224.14936,0.0,348444.601,23356502,11.327181818181819,10.87990909090909,9.694636363636363,12.970909090909089
TX,2005-11-01,25261410.40397,0.0,66022.136,3227701.0,133612.49503,0.0,324762.032,23392283,10.81281818181818,10.477363636363634,9.124363636363636,12.859090909090908
TX,2005-12-01,27108505.41262,0.0,77527.41,3676510.0,164265.95039,0.0,541118.807,23428064,10.93581818181818,10.63390909090909,8.967818181818181,12.769636363636362
UT,2005-01-01,3319189.358,13008.0,50890.949,0.0,641.547,0.0,0.0,2502949,5.971090909090909,6.1388181818181815,4.1819999999999995,7.748999999999999
UT,2005-02-01,2736641.25,12090.0,48427.853,0.0,537.198,0.0,0.0,2507372,5.9822727272727265,6.306545454545454,4.372090909090908,7.838454545454544
UT,2005-03-01,2677788.921,16715.0,50993.41,0.0,599.783,0.0,0.0,2511794,6.362454545454545,6.284181818181818,4.439181818181818,7.98381818181818
UT,2005-04-01,2692823.801,15757.0,51744.625,0.0,557.111,0.0,0.0,2516217,6.4854545454545445,6.731454545454544,4.741090909090909,8.252181818181818
UT,2005-05-01,3085539.75,16550.0,103791.267,0.0,610.439,0.0,0.0,2520640,6.664363636363635,7.167545454545454,4.6628181818181815,8.554090909090908
UT,2005-06-01,3224678.336,15256.0,111003.512,0.0,591.37,0.0,0.0,2525062,7.223454545454545,7.659545454545453,5.34490909090909,8.867181818181818
UT,2005-07-01,3526972.486,16497.0,74317.822,0.0,635.691,0.0,0.0,2529485,7.268181818181818,7.145181818181817,5.311363636363636,8.956636363636363
UT,2005-08-01,3326722.76,16452.0,62756.998,0.0,612.802,0.0,0.0,2533908,7.178727272727272,6.977454545454545,5.132454545454545,9.079636363636363
UT,2005-09-01,3062801.967,16331.0,54772.21,0.0,578.299,0.0,0.0,2538330,7.178727272727272,7.201090909090909,5.456727272727272,8.889545454545454
UT,2005-10-01,3020091.024,12921.0,56753.452,0.0,502.2579999999999,0.0,0.0,2542753,6.8209090909090895,7.234636363636363,5.076545454545454,8.196272727272726
UT,2005-11-01,3093122.157,16146.0,57463.069,0.0,559.5250000000001,0.0,0.0,2547175,6.026999999999999,6.373636363636363,4.204363636363635,7.939090909090908
UT,2005-12-01,3422443.278,17079.0,61547.821,0.0,624.768,0.0,0.0,2551598,6.082909090909091,6.026999999999999,4.047818181818181,8.006181818181817
VA,2005-01-01,4453270.47969,0.0,160899.585,2589100.0,236101.59829,0.0,0.0,7547457,7.245818181818182,6.731454545454544,4.987090909090909,8.397545454545453
VA,2005-02-01,3853477.69013,0.0,110251.355,2228973.0,225343.87188,0.0,0.0,7555144,7.18990909090909,6.57490909090909,5.020636363636363,8.464636363636362
VA,2005-03-01,3992404.56369,0.0,145304.101,2590664.0,258254.02128,0.0,0.0,7562832,7.167545454545454,6.630818181818181,4.741090909090909,8.632363636363635
VA,2005-04-01,3075509.58576,0.0,147985.136,2361621.0,228066.73622,0.0,0.0,7570519,7.324090909090908,6.720272727272726,4.975909090909091,9.40390909090909
VA,2005-05-01,2376255.22972,0.0,113917.828,2116198.0,251126.24327,0.0,0.0,7578207,7.268181818181818,6.776181818181817,4.886454545454545,9.359181818181817
VA,2005-06-01,4099192.65288,0.0,123045.402,2327475.0,234134.19412,0.0,0.0,7585894,7.525363636363636,6.720272727272726,4.942363636363636,9.70581818181818
VA,2005-07-01,5525133.15283,0.0,120631.544,2390177.0,271295.13715,0.0,0.0,7593582,7.771363636363636,6.753818181818181,4.9982727272727265,9.795272727272726
VA,2005-08-01,5798540.25293,0.0,122564.109,2323236.0,264134.19408,0.0,0.0,7601270,7.7937272727272715,6.832090909090908,5.065363636363636,9.739363636363636
VA,2005-09-01,4261097.14837,0.0,109785.715,2460546.0,243580.86566,0.0,0.0,7608957,7.737818181818181,6.776181818181817,4.953545454545454,10.030090909090909
VA,2005-10-01,3320699.92467,0.0,89962.192,1615810.0,241033.22728,0.0,0.0,7616645,7.2905454545454536,6.899181818181817,5.042999999999999,9.057272727272727
VA,2005-11-01,2896019.41992,0.0,95442.337,2333292.0,256157.22407,0.0,0.0,7624332,7.301727272727272,6.943909090909091,5.09890909090909,8.856
VA,2005-12-01,4332704.26186,0.0,144563.698,2581389.0,267502.28114,0.0,0.0,7632020,7.234636363636363,6.832090909090908,5.09890909090909,8.319272727272727
VT,2005-01-01,1739.843,0.0,122274.222,365760.0,36339.555,0.0,1324.0,617424,12.199363636363636,12.557181818181817,8.78890909090909,14.167363636363635
VT,2005-02-01,1011.549,0.0,100773.835,344961.0,35882.711,0.0,965.0,617565,12.221727272727271,12.590727272727271,8.91190909090909,14.312727272727273
VT,2005-03-01,694.0980000000001,0.0,110183.79,380316.0,44761.479,0.0,1334.0,617706,12.277636363636363,12.71372727272727,8.732999999999999,14.290363636363635
